topic;eigenvalue
利率; 0.014665230080326622
政策; 0.013777871806621348
银行; 0.013544356471435788
房贷; 0.011442718454765221
房子; 0.010835578583282586
贷款; 0.01032184484587427
利息; 0.008220206829203726
买房; 0.007192739354387044
存量; 0.006538896415867329
房价; 0.006305381080681709
消费; 0.0062586780136445926
存量房; 0.00537131973993925
哈哈; 0.005184507471790768
套房; 0.004950992136605164
房贷利率; 0.004810882935493792
